Exterior1st_WdSdng,HouseStyle_SLvl,BsmtFinType1,TotalExtraPoints,Neighborhood_BrkSide,LotAreaMultSlope^3,MSSubClass_50,LotAreaMultSlope^2,YearBuilt,HalfBath,Neighborhood_Somerst,GarageFinish,MiscFeature_Othr,ExterCond,Foundation_BrkTil,GarageType_NA,BsmtQual,MoSold_11,TotalPoints^2_GarageArea_x_Car,MoSold_2,Exterior2nd_HdBoard,YearRemodAdd,Exterior1st_Plywood,Heating_Grav,MoSold_5,Neighborhood_NoRidge,ConstructArea_TotalPoints_LotAreaMultSlope,ConstructArea_GarageArea_x_Car^2,Exterior1st_BrkComm,GarageArea_x_Car^2,MSSubClass_40,BsmtExposure,GarageArea_x_Car,GarageArea_x_Car^3,TotalPoints^2_LotAreaMultSlope,TotalPoints_LotAreaMultSlope,Exterior1st_BrkFace,Neighborhood_SWISU,ConstructArea_GarageArea_x_Car,ConstructArea_LotAreaMultSlope,Neighborhood_Timber,HouseStyle_SFoyer,MoSold_8,MoSold_9,Exterior1st_Stucco,LotShape,TotRmsAbvGrd,MSZoning_RM,BsmtFinType2,MoSold_4,ConstructArea_TotalPoints^2,ConstructArea^2,LandContour_Lvl,SaleType_WD,GarageType_Detchd,BedroomAbvGr,Alley_NA,Condition2_Artery,EnclosedPorch,Remod,MoSold_12,MoSold_6,Neighborhood_SawyerW,TotBathrooms,MoSold_1,Condition1_Feedr,MSSubClass_80,Condition1_RRAe,Neighborhood_StoneBr,BsmtCond,TotalPoints_GarageArea_x_Car^2,LotAreaMultSlope_GarageArea_x_Car,HouseStyle_15Fin,Exterior2nd_Stone,Neighborhood_Gilbert,Neighborhood_BrDale,RoofMatl_WdShake,Exterior1st_HdBoard,ConstructArea_TotalPoints,MSSubClass_85,Condition1_Artery,SaleType_ConLD,HeatingQC,Foundation_Slab,LotAreaMultSlope,LotConfig_FR2,YrSold,MoSold_7,ConstructArea_LotAreaMultSlope_GarageArea_x_Car,Neighborhood_Sawyer,Exterior2nd_MetalSd,Neighborhood_Blmngtn,Fence,MSSubClass_60,TotalPoints_LotAreaMultSlope_GarageArea_x_Car,GarageType_BuiltIn,Exterior1st_CemntBd,Neighborhood_Edwards,CentralAir,MSSubClass_20,TotalPoints^2,Exterior1st_AsbShng,Neighborhood_NAmes,RoofStyle_Mansard,Exterior1st_WdShing,Garage_Newest,MSSubClass_190,LotFrontage,Heating_GasA,Neighborhood_OldTown,GarageType_CarPort,ConstructArea^3,Neighborhood_NridgHt,ConstructArea_TotalPoints_GarageArea_x_Car,MSSubClass_160,Street,Neighborhood_CollgCr,RoofStyle_Shed,ExterQual,TotalPoints,LotConfig_Inside,Neighborhood_NPkVill,SaleCondition_Family,MSSubClass_30,Exterior2nd_Plywood,MSSubClass_120,MiscFeature_Shed,Condition1_RRAn,Exterior2nd_BrkFace,Neighborhood_MeadowV,Condition1_Norm,RoofMatl_WdShngl,GarageYrBlt,ConstructArea^2_TotalPoints,MSSubClass_75,Neighborhood_Blueste,HouseStyle_15Unf,RoofStyle_Gambrel,BsmtFullBath,Exterior2nd_CmentBd,ConstructArea^2_GarageArea_x_Car,MasVnrArea,MSZoning_FV,FullBath,ConstructArea_LotAreaMultSlope^2,SaleCondition_Alloca,KitchenAbvGr,OverallCond,MiscFeature_Pool,Heating_GasW,RoofStyle_Hip,LandSlope,IsNew,Exterior2nd_WdSdng,ConstructArea^2_LotAreaMultSlope,OpenPorchSF,Neighborhood_Mitchel,TotalPoints_GarageArea_x_Car,Neighborhood_Veenker,TotalPoints^3,Condition2_Feedr,MSSubClass_70,Exterior1st_AsphShn,LotAreaMultSlope^2_GarageArea_x_Car,MSSubClass_180,Fireplaces,RoofMatl_CompShg,MasVnrType_BrkFace,MasVnrType_Stone,MoSold_3,Functional,Neighborhood_Crawfor,SaleCondition_AdjLand,Alley_Pave,RoofMatl_TarGrv,ConstructArea,Electrical_FuseF,Exterior2nd_AsbShng,SaleCondition_Abnorml,LotAreaMultSlope_GarageArea_x_Car^2,GarageType_Basment,Neighborhood_IDOTRR,Foundation_PConc,Neighborhood_ClearCr,LotConfig_CulDSac,TotalPoints_LotAreaMultSlope^2,BsmtHalfBath,Electrical_FuseA,KitchenQual,PavedDrive
0,0,5,8,0,90583.0504655393,0,2016.9631385102825,40,1,0,1,0,1.2694949686613841,0,0,7.491996739183874,0,210162.80577611862,0,1,40,0,0,0,0,70941.69707851628,70301.00949402878,0,2803.8160528481317,0,0.5799486500563561,52.95107225399814,148465.06640128128,178250.22204583668,2829.3686039021695,0,0,1327.6597904723376,1126.0586837859728,0,0,1,0,0,6746.369639008826,1.9132446221192825,1,0.5219225197025384,0,99516.05291594125,628.6719549403074,1,1,1,2,1,0,0,0,0,0,0,2.5,0,0,0,0,0,28.17662001269313,176640.4113294323,2378.0651012447242,0,0,0,1,0,1,1579.6198875546231,0,0,0,5,0,44.910612760351896,0,4,0,59626.01472739309,0,0,0,0.18029043451860408,0,149818.10137841763,0,0,0,1,0,3969.0,0,0,0,0,0,0,9.902343581945662,1,0,0,15762.900361453228,0,83642.56679975727,1,1,0,0,0.6150612904023813,63,1,0,0,0,0,0,0,0,0,0,1,0,40.0,39606.33316123937,0,0,0,0,1,0,33288.854110106484,3.0112402443631314,0,1,50571.98549294337,0,0.4293088365812357,5,0,0,0,3,0,0,28234.042721617545,3.7433350057421744,0,3335.917552001883,0,250047.0,0,0,0,106800.36088090883,0,0.0,1,1,0,0,6,0,0,0,0,25.07333154848608,0,0,0,125921.0970007208,0,0,0,0,0,127068.6777261478,0,0,3,3
0,0,1,11,0,503104.3102407717,0,6325.652914588636,14,1,0,3,0,1.2694949686613841,0,0,11.984608704517683,0,299721.8664452912,0,0,13,0,0,0,0,145113.26159302003,73863.97614399907,0,2995.780419393297,0,0.5799486500563561,54.7337228716748,163970.21525946242,435528.0379871469,5885.514026853336,0,0,1349.5149291630655,1960.9900215272976,0,0,0,0,0,1527.607848369242,2.0421678680039674,0,0.5219225197025384,0,135016.28181629337,607.918568478667,1,1,0,3,1,0,0,1,0,0,0,2.5,0,0,0,0,0,28.17662001269313,221687.75103510398,4353.190455447909,0,0,1,0,0,0,1824.5443488688293,0,0,0,5,0,79.53397333585589,0,3,1,107332.2843923947,0,0,0,0.18029043451860408,1,322136.0937031453,0,0,0,1,0,5476.0,0,0,0,0,0,0,25.187287717576393,1,0,0,14988.843090407841,0,99864.10475806685,0,1,0,0,0.6150612904023813,74,0,0,0,0,0,0,0,0,0,0,1,0,14.0,44985.97406742135,0,0,0,0,0,0,33273.64645565662,0.0,0,1,155965.32808403156,0,0.4293088365812357,5,0,0,0,3,0,0,48350.17921575398,3.7433350057421744,0,4050.2954925039353,0,405224.0,0,0,0,346226.5336094963,0,0.5837938020783031,1,0,0,0,7,0,0,0,0,24.65600471444364,0,0,0,238266.31999610565,0,0,1,0,0,468098.3156795591,0,0,3,3
0,0,5,7,0,89158.34464003718,0,1995.7585463065413,39,0,0,0,0,1.4534659534691703,0,1,11.984608704517683,0,0.0,0,0,39,0,0,0,0,46219.35317801385,0.0,0,0.0,0,0.981393149728062,0.0,0.0,125489.02298695047,2367.717414848122,0,0,0.0,872.0632675096953,0,1,0,0,0,6746.369639008826,1.369661698194859,1,0.5219225197025384,0,54833.47052433996,381.05528544377194,1,1,0,1,1,0,0,0,0,1,0,2.0,0,0,0,0,0,28.17662001269313,0.0,0.0,0,0,0,0,0,0,1034.5937834781123,0,0,0,4,0,44.67391348770042,0,3,0,0.0,0,0,0,0.18029043451860408,0,0.0,0,1,0,1,0,2809.0,0,0,0,0,1,0,9.044169989772097,1,0,0,7438.442065690643,0,0.0,0,1,0,0,0.6150612904023813,53,1,0,0,0,0,0,0,0,0,1,1,0,0.0,20195.93012851991,0,0,0,0,1,1,0.0,0.0,0,1,38958.478968529475,0,0.4293088365812357,7,0,0,0,3,0,0,17023.230855946054,0.0,0,0.0,0,148877.0,0,0,0,0.0,1,0.0,1,0,0,0,7,0,0,0,0,19.52063742411533,0,0,0,0.0,0,0,0,0,0,105775.20295424669,0,0,3,3
0,0,6,12,0,495297.8301910658,0,6260.047332573769,15,1,0,2,0,1.2694949686613841,0,0,11.984608704517683,0,604091.5770010304,0,0,15,0,0,0,0,200487.79716998452,87982.80978591855,0,3506.8732187913824,0,0.981393149728062,59.2188586414107,207673.0294169558,807107.8216115905,7991.166550609806,0,0,1485.7228221618193,1985.0276947523218,0,0,0,0,0,225.00002239142387,1.9132446221192825,0,0.9128855175190894,1,255929.5950069949,629.4417181848495,1,0,0,3,1,0,0,0,0,0,0,3.5,0,0,0,0,0,28.17662001269313,354194.1950979296,4685.423389510214,0,0,0,0,0,0,2533.9563862078703,0,0,0,5,0,79.12046089712679,0,2,0,117551.0744548231,0,0,0,0.18029043451860408,1,473227.7623405316,0,0,0,1,0,10201.0,0,0,0,0,0,0,14.601755201748547,1,0,0,15791.860015249049,0,150058.00503834375,0,1,1,0,0.6430468894253654,101,0,0,0,0,0,0,0,0,0,0,0,0,15.0,63573.61353666979,0,0,0,0,1,0,37274.820132195266,0.0,0,1,157056.30610236482,0,0.4293088365812357,6,0,0,0,3,0,0,49801.71885066468,4.300717285205862,0,5981.10472278248,0,1030301.0,0,0,0,370712.8580762262,0,0.5837938020783031,1,0,0,0,7,0,0,0,0,25.088677091167032,0,0,0,277465.42537856475,0,0,1,0,1,632264.7805899507,0,0,4,3
0,0,1,6,0,207258.09023082635,1,3502.2004113325183,91,0,0,1,0,1.2694949686613841,1,0,3.996789958006408,0,259460.2540445909,0,0,61,0,0,0,0,93268.30491526764,63126.987448587024,0,2803.8160528481317,0,0.5799486500563561,52.95107225399814,148465.06640128128,289979.019717106,4142.557424530086,0,0,1192.175809883067,1332.404355932395,0,0,0,0,1,6746.369639008826,1.9132446221192825,1,0.5219225197025384,0,110321.87300014393,506.91027331361454,1,1,1,2,1,0,0,1,0,0,0,1.0,0,0,0,0,0,28.17662001269313,196267.12369936923,3133.6122500375577,1,0,0,0,0,0,1576.0267571449133,0,0,0,3,0,59.17939177900123,0,5,0,70552.2393225181,0,0,0,0.18029043451860408,0,219352.85750262905,0,0,0,1,0,4900.0,0,0,0,0,0,0,13.92346040590789,1,1,0,11412.916488769964,0,83452.30669181468,0,1,0,0,0.6150612904023813,70,1,0,0,0,0,0,0,0,0,0,1,0,21.0,35483.71913195302,0,0,0,0,0,0,26841.44250852315,0.0,0,1,78850.879387771,0,0.4293088365812357,8,0,0,0,3,0,0,29998.64166122699,0.0,0,3706.57505777987,0,343000.0,0,0,0,185445.26702845018,0,0.0,1,0,0,0,7,0,0,0,0,22.514667959213046,0,0,0,165928.1286677524,0,0,0,0,0,245154.0287932763,0,1,3,3
1,0,1,7,1,281572.9479362793,0,4295.963853038685,85,0,0,1,0,1.2694949686613841,0,0,7.491996739183874,0,121881.80950945019,0,0,7,0,0,0,0,104371.60311681668,12225.52025154719,0,552.7742460664335,0,0.5799486500563561,23.511151525742704,12996.359058796103,339778.0363233721,4719.139393380168,0,0,519.9881527776846,1449.605598844676,0,0,0,0,0,6746.369639008826,1.5870487363798929,1,0.5219225197025384,0,114652.76726442107,489.1466651227686,1,1,1,2,1,0,1,1,0,0,0,1.0,1,0,0,0,0,28.17662001269313,39799.74571678322,1541.005574289759,0,0,0,0,0,0,1592.3995453391817,0,0,0,4,0,65.54360268583567,0,2,0,34081.89688700217,0,0,0,0.18029043451860408,0,110952.40134886264,0,0,0,1,0,5184.0,0,0,0,0,0,0,16.116738054427643,1,0,0,10818.290654801021,0,37439.14699999329,0,1,0,0,0.6430468894253654,72,1,0,0,0,0,0,0,0,0,0,1,0,85.0,35218.559888839336,0,0,1,0,0,0,11500.401362013137,0.0,0,1,95012.37342183833,0,0.4293088365812357,7,0,0,0,3,0,1,32060.434673908254,0.0,0,1692.8029098534748,0,373248.0,0,0,0,101003.05709790597,0,0.0,1,0,0,0,7,0,0,0,0,22.116660351933078,0,0,0,36230.815559140676,0,0,1,0,0,309309.3974187853,0,0,3,3
0,0,2,11,0,201657.42037284301,0,3438.8202189481835,98,0,0,1,0,1.2694949686613841,0,0,7.491996739183874,0,140579.04370179476,0,0,9,0,0,0,0,77064.68884753007,22383.349688506074,0,1107.1022739041978,0,0.5799486500563561,33.27314643829462,36836.77608178333,247760.14645390795,3811.694560829353,0,0,672.7151497384301,1185.6105976543088,0,0,0,0,0,6746.369639008826,1.5870487363798929,0,0.5219225197025384,0,85420.88175868175,408.7659138226638,1,1,1,2,1,0,1,1,0,0,0,1.0,0,0,0,0,0,28.17662001269313,71961.64780377285,1951.185712315787,0,0,0,0,0,0,1314.167411672027,0,0,0,3,0,58.64145478199005,0,4,0,39448.99503454581,0,0,0,0.184581902784823,0,126827.07130052615,0,0,0,0,0,4225.0,0,0,0,1,0,0,13.92346040590789,1,0,0,8264.412968432012,0,43726.48473299795,0,1,0,0,0.6150612904023813,65,1,0,0,1,0,0,0,0,0,0,1,0,21.0,26569.784398473148,0,0,0,0,0,0,13600.92810960481,0.0,0,1,69525.93025139334,0,0.4293088365812357,6,0,0,0,3,0,0,23970.627851850582,0.0,0,2162.75451848915,0,274625.0,0,0,0,114420.36872003127,0,0.5837938020783031,1,0,0,1,7,1,0,0,0,20.217960179569644,0,0,0,64922.087934191375,0,0,1,0,0,223523.31423163193,0,0,4,2
1,0,1,8,0,571683.5184633138,1,6888.168797925534,91,0,0,1,0,1.2694949686613841,1,0,7.491996739183874,0,309193.97143777896,0,0,11,0,0,0,0,140624.96305630653,78137.2757246544,0,3366.437800618217,0,0.8324705811413684,58.0210117166033,195324.1270728858,442280.3156055779,6058.634460350382,0,0,1346.7065363545642,1926.369356935706,0,0,1,0,0,6746.369639008826,2.0421678680039674,0,0.5219225197025384,0,123689.65862378811,538.7351861148456,1,0,1,3,0,0,0,1,0,0,0,1.0,0,0,0,0,0,10.809614267558521,245749.95944512985,4815.453438501452,1,0,0,0,0,0,1694.3788852573714,0,0,0,4,0,82.99499260753949,0,2,0,111769.89902927214,0,0,0,0.18460085842261517,0,351528.101010606,0,0,1,1,0,5329.0,0,0,0,0,0,0,19.486288443665256,1,0,0,12504.404439701297,0,98309.57715388319,0,1,0,0,0.6150612904023813,73,0,0,0,0,0,0,1,0,0,0,1,0,6.0,39327.668586383734,0,0,0,0,0,0,31257.96054571592,0.0,0,1,159879.0105382695,0,0.4293088365812357,8,0,0,0,3,0,1,44712.32278902303,4.000932837838012,0,4235.533855312041,0,389017.0,0,0,0,399658.5225303786,0,0.0,1,0,0,0,7,0,0,0,0,23.21066966105988,0,0,0,279397.4803760504,0,0,0,0,0,502836.322248564,0,0,4,3
0,0,6,14,0,710066.1677368635,0,7959.135168643236,3,0,0,3,0,1.2694949686613841,0,0,17.47438098929469,0,1948903.0772540998,0,0,3,0,0,0,0,426180.7891564764,196389.5703434858,0,6413.307878911658,0,1.08222408123753,80.08313105087524,513597.77533649304,2171111.5456517613,13917.381702895907,0,0,2452.321328679361,2731.9281356184383,0,0,0,0,0,6746.369639008826,2.348422074208831,0,0.9128855175190894,1,745221.7598338857,937.7188827735287,1,1,0,2,1,0,0,0,0,0,0,3.0,0,0,0,0,0,28.17662001269313,1000476.0291102186,7144.535274346578,0,0,0,0,0,0,4777.062563037729,0,0,0,5,0,89.21398527497377,0,2,0,218781.35890630467,0,0,0,0.18029043451860408,0,1114547.5027980662,0,0,0,1,1,24336.0,0,0,0,0,0,0,25.98152472871368,1,0,0,28715.011343275564,1,382562.12727398035,0,1,0,0,0.6602790728817065,156,1,0,0,0,0,0,0,0,0,0,1,0,3.0,146284.1457126705,0,0,0,0,1,0,75095.4641780328,2.8666004721238125,0,1,243726.1964633499,0,0.4293088365812357,5,0,0,1,3,0,0,83657.63859982244,4.47825820153758,0,12492.968443936537,0,3796416.0,0,0,0,637392.4647620863,0,0.8409095138268773,1,0,1,0,7,0,0,0,0,30.622195916908517,0,0,0,572156.7546730979,0,0,1,0,0,1241625.086308345,0,0,5,3
0,0,5,5,0,560569.2973080876,0,6798.600757976546,56,0,0,0,0,1.2694949686613841,0,1,7.491996739183874,0,0.0,0,0,56,0,0,0,0,90387.01100276885,0.0,0,0.0,0,0.5799486500563561,0.0,0.0,159630.2236625911,3627.9596286952524,0,0,0.0,2054.2502500629284,0,0,0,1,0,6746.369639008826,2.1556371566470314,0,0.5219225197025384,0,48233.51724128558,620.7077367990024,1,1,0,4,1,0,0,0,0,0,0,2.0,0,0,0,0,0,28.17662001269313,0.0,0.0,0,0,0,0,0,0,1096.2163009383087,0,0,0,3,0,82.4536279248921,0,3,0,0.0,0,0,0,0.18029043451860408,0,0.0,0,0,1,0,0,1936.0,0,0,0,0,1,0,23.88326413491687,1,0,0,15464.316799945267,0,0.0,0,1,0,0,0.6150612904023813,44,1,0,0,0,0,0,0,0,0,0,1,0,0.0,27311.140419156105,0,0,0,0,0,0,0.0,2.9382922020267395,0,1,169380.38578330528,0,0.5354589409753809,4,0,0,0,3,0,0,51179.6047801268,0.0,0,0.0,0,85184.0,0,0,0,0.0,0,0.0,1,1,0,0,7,0,0,0,0,24.914006839507017,1,0,0,0.0,0,0,0,0,0,299138.43335096806,0,0,2,3
0,0,1,10,1,292666.84584699007,1,4408.075436022749,81,0,0,1,0,1.2694949686613841,0,0,7.491996739183874,0,189976.38336906547,0,0,19,0,0,0,0,102889.89984014338,56356.59159633736,0,2291.063009550404,0,0.5799486500563561,47.86504997960834,109661.84545856198,263515.1616676436,4182.780343930851,0,0,1177.4058863481107,1633.1730133356093,0,0,0,0,0,6746.369639008826,2.1556371566470314,1,0.5219225197025384,0,97631.23541929893,605.0835858413266,1,1,1,3,1,0,0,1,0,1,0,2.0,0,0,0,0,0,28.17662001269313,144336.96960167543,3177.9204796186277,1,0,0,0,0,0,1549.7021495126814,0,0,0,3,0,66.3933387925532,0,3,0,78171.90790865649,0,1,0,0.18029043451860408,0,200208.99021597355,0,0,0,1,0,3969.0,0,0,0,0,0,0,16.5341335783119,1,0,0,14884.116406557856,0,74176.57083993097,0,1,0,0,0.6150612904023813,63,1,0,0,0,0,0,0,0,0,0,1,0,81.0,38120.265908003574,0,0,0,0,0,0,28962.35607813573,0.0,0,1,108431.8091812461,0,0.4293088365812357,7,0,0,0,3,0,0,40173.51951257614,0.0,0,3015.498148715325,0,250047.0,0,0,0,210992.7510591127,0,0.5837938020783031,1,0,0,0,7,0,0,0,0,24.59844681766161,0,0,0,152111.3225881665,0,0,1,0,0,277708.7524694332,0,0,3,2
0,0,1,13,0,184924.17948867969,0,3245.855139314749,5,0,0,3,0,1.2694949686613841,0,0,17.47438098929469,0,680248.5881957941,0,0,4,0,0,0,0,134832.00178924628,157416.0356554735,0,6185.908674215996,0,0.981393149728062,78.65054783163303,486525.1060635389,492754.3466204258,5298.433834628235,0,0,2001.4614010375803,1449.8064708521108,0,0,0,0,0,6746.369639008826,1.9132446221192825,0,0.5219225197025384,0,220095.60180853237,647.5762819681486,1,0,0,2,1,0,0,1,0,1,0,2.0,0,0,0,0,0,28.17662001269313,575289.5067020876,4480.911007991084,0,0,0,0,0,0,2366.6193742852943,0,0,0,5,0,56.97240682395952,0,4,0,114028.07318236501,0,0,1,0.18029043451860408,0,416724.72374317085,0,0,0,1,0,8649.0,0,0,0,1,0,0,16.740485627206258,1,0,0,16479.21048638126,0,186135.91029649499,0,1,0,0,0.6430468894253654,93,1,0,0,0,0,1,0,0,0,0,1,0,4.0,60224.59422303783,0,0,0,0,0,0,50932.229339566955,2.5773002747690184,0,1,82598.96407339546,0,0.4293088365812357,5,0,0,0,3,0,0,36893.97938583649,2.914311506602906,0,7314.500948341873,0,804357.0,0,0,0,255288.28488922658,0,0.5837938020783031,1,1,0,0,7,0,0,0,0,25.447520153605314,0,0,0,352426.1055632938,0,0,1,0,0,301864.52795627166,0,0,4,3
0,0,6,12,0,407980.7896161126,0,5500.807866959235,17,1,0,1,0,1.4534659534691703,0,0,11.984608704517683,0,505950.7858555312,0,0,16,0,0,0,0,182165.0603691105,81255.05098703151,0,3142.838961736999,0,0.5799486500563561,56.061028903659974,176190.7858734866,669361.0675627517,7045.905974344754,0,0,1449.4034907326993,1917.5269512537946,0,0,0,0,0,6746.369639008826,2.1556371566470314,0,0.5219225197025384,0,233332.61553836055,668.4308373812033,1,1,0,4,1,0,0,1,0,0,0,3.5,0,0,0,0,0,28.17662001269313,298569.7013650149,4157.902510318018,0,0,0,0,0,0,2456.1327951406374,0,0,0,5,0,74.16743130889215,0,3,1,107498.53383778597,0,0,0,0.18029043451860408,1,395000.73848021176,0,0,0,1,0,9025.0,0,0,0,0,0,0,20.044352150259567,1,0,0,17281.63053658202,0,137693.3316196064,0,1,1,0,0.6430468894253654,95,1,0,0,0,0,0,0,0,0,0,1,0,17.0,63500.929551214314,0,0,0,0,1,0,37472.92049452528,0.0,0,1,142218.04844006518,0,0.4293088365812357,5,0,0,0,3,0,0,49575.798216215655,5.143573351034476,0,5325.797745847697,0,857375.0,0,0,0,308380.94882308185,0,0.5837938020783031,1,0,0,0,7,0,0,0,0,25.854029422533024,0,0,0,233096.29280953878,0,0,1,0,0,522576.74736112735,0,0,4,3
1,0,1,9,0,458383.72197516065,0,5945.012760121669,55,0,0,1,0,1.2694949686613841,0,0,7.491996739183874,1,278842.08314262267,0,0,55,0,0,0,0,141667.2581525251,79180.45381755519,0,3059.730969049914,0,0.5799486500563561,55.3148349816748,169248.51364131592,388680.8045184909,5474.37752842945,0,0,1431.4506017018184,1995.3134951059874,0,0,0,0,0,6746.369639008826,2.0421678680039674,0,0.5219225197025384,0,130452.21025371276,669.6833302794444,1,0,0,3,1,0,0,0,0,0,0,1.0,0,0,0,0,0,28.17662001269313,217240.8988025439,4264.989994541744,0,0,0,0,0,0,1837.3550739959544,0,0,0,2,0,77.10390885111902,0,2,0,110370.4367184965,0,0,0,0.184581902784823,0,302814.2896124638,0,0,1,1,1,5041.0,0,0,0,0,0,0,20.593139552153467,1,0,0,17330.226265625995,0,101632.9927208291,0,1,0,0,0.6150612904023813,71,0,0,0,0,0,0,0,0,0,0,1,0,55.0,47547.51644984055,0,0,0,0,0,0,37043.42290438589,0.0,0,1,153846.46985605976,0,0.4293088365812357,5,0,0,1,3,0,1,51635.202456980114,0.0,0,3927.3532836989107,0,357911.0,0,0,0,328847.3997900812,0,0.5837938020783031,1,0,0,0,7,0,0,0,0,25.87824047881626,0,0,0,235917.21774657065,0,0,0,0,0,422095.9059686385,0,0,3,3
0,0,5,13,0,757532.5302030457,0,8309.996830188682,45,1,0,3,0,1.2694949686613841,0,0,7.491996739183874,0,418218.84825569857,0,0,9,0,0,0,0,201347.5396443814,98075.97619230492,0,3685.4865775028793,0,0.5799486500563561,60.70820848536777,223739.28751706932,627995.6186758607,7566.21227320314,1,0,1615.530727050589,2425.873971619053,0,0,0,0,0,1527.607848369242,1.9132446221192825,0,0.8092013176326207,0,183325.96952410438,708.166879775474,1,1,0,2,1,0,0,1,0,1,0,2.5,0,0,0,0,0,28.17662001269313,305895.385932739,5534.110748508007,0,0,0,0,0,0,2208.746620772342,0,0,0,5,0,91.15918401449566,0,1,0,147270.4628282766,0,0,0,0.18029043451860408,0,459331.1921261646,0,0,0,1,1,6889.0,0,1,0,0,0,0,30.751086115673505,1,0,0,18845.315694541827,0,134089.0503451989,0,1,0,0,0.6430468894253654,83,0,0,0,0,1,0,0,0,0,0,0,0,45.0,58777.85102136434,0,0,0,0,0,0,42991.542579841844,0.0,0,1,221140.6917747967,0,0.4293088365812357,6,0,0,0,3,0,0,64555.91490642366,0.0,0,5038.781304285525,0,571787.0,0,0,0,504485.0200798398,0,0.5837938020783031,1,0,0,0,4,0,0,0,0,26.61140506954629,0,0,0,335965.9491015388,0,0,0,0,0,689729.7369056606,0,0,4,3
0,0,1,11,0,520109.30023311096,0,6467.400358736917,13,1,0,3,0,1.2694949686613841,0,0,11.984608704517683,0,405817.6235276436,0,0,12,0,0,0,0,179190.13208816713,69534.07189089211,0,2746.193393352657,0,0.5799486500563561,52.404135269582085,143911.8900616853,622773.633545678,7076.973108473614,0,0,1326.8813908136956,2036.2515010018992,0,0,0,0,0,1527.607848369242,2.348422074208831,0,0.5219225197025384,0,196079.36353880807,641.1107934165783,1,1,0,4,1,0,0,1,0,0,0,2.5,0,0,0,0,0,28.17662001269313,241665.01861503383,4214.348364495978,0,0,1,0,0,0,2228.1745856682733,0,0,0,4,0,80.42014895992743,0,5,1,106707.99910139308,0,0,0,0.18029043451860408,1,370862.65607564605,0,0,0,1,0,7744.0,0,0,0,0,0,0,19.889001071572885,1,0,0,16233.031551005028,0,116765.56239160521,0,1,0,0,0.6430468894253654,88,0,0,0,0,0,0,0,0,0,0,1,0,13.0,56417.74982065888,0,0,0,0,0,0,33596.85674099146,0.0,0,1,163755.64903044855,0,0.4293088365812357,5,0,0,0,3,0,0,51558.22550637848,0.0,0,4611.563903723223,0,681472.0,0,0,0,338918.5232417931,0,0.5837938020783031,1,0,0,0,7,0,0,0,0,25.32016574623038,0,0,0,220849.28176618926,0,0,1,0,0,569131.2315688487,0,0,4,3
0,0,1,10,0,401122.88447424455,1,5438.990410262774,74,0,0,1,0,1.2694949686613841,1,0,7.491996739183874,0,131690.95049177625,0,0,61,0,0,0,0,123484.8494676386,14007.22464995417,0,610.6894593023372,0,0.5799486500563561,24.712131824315303,15091.438421999193,393011.145474694,5383.714321571151,0,0,566.8157142222701,1691.5732803786111,0,0,0,0,0,6746.369639008826,2.0421678680039674,1,0.5219225197025384,0,122229.88136209361,526.0939893351662,0,1,1,3,1,0,0,1,0,1,0,2.0,0,0,0,0,0,28.17662001269313,44580.33052907062,1822.5076440975415,1,0,0,0,0,0,1674.3819364670358,0,0,0,3,0,73.74951125439934,0,5,0,41802.38189520571,0,1,0,0.18029043451860408,0,133043.05801912054,0,0,0,1,0,5329.0,0,0,0,0,0,0,16.116738054427643,1,0,0,12066.88044694087,0,41377.54713822572,0,1,0,0,0.6150612904023813,73,1,0,0,0,0,0,0,0,0,0,1,0,74.0,38404.86122146713,0,0,0,0,0,0,13000.904016430555,0.0,0,1,124752.70267892358,0,0.4293088365812357,6,0,0,0,3,0,0,38799.17458734568,0.0,0,1803.985623175017,0,389017.0,0,0,0,134409.04800960046,0,0.5837938020783031,1,0,0,0,7,0,0,0,0,22.936738855712818,0,0,0,45038.049151760766,0,1,0,0,0,397046.29994918255,0,0,3,1
0,0,5,8,0,281572.9479362793,1,4295.963853038685,63,1,0,1,0,1.4534659534691703,0,0,7.491996739183874,0,77669.93924670841,0,0,9,0,0,0,0,74819.11003798961,22036.272692648094,0,965.2191140139804,0,0.5799486500563561,31.06797569868337,29987.403978091035,163859.00671458917,3277.1801342917834,0,0,709.292195486749,1496.3822007597923,0,0,0,0,0,6746.369639008826,1.9132446221192825,1,0.5219225197025384,0,57075.82965542298,521.2240529367779,1,1,1,2,1,0,0,1,0,1,0,1.5,0,0,0,0,0,28.17662001269313,48260.95570069902,2036.3070554477006,1,0,0,0,0,0,1141.5165931084596,0,0,0,5,0,65.54360268583567,0,4,0,46489.56584914757,0,1,0,0.18029043451860408,0,101815.35277238503,0,0,0,1,0,2500.0,0,0,0,0,0,0,16.116738054427643,1,1,0,11899.718103091482,0,35464.609774337456,0,1,0,0,0.6150612904023813,50,1,0,0,0,0,0,0,0,0,0,1,0,30.0,26061.20264683889,0,0,0,0,0,0,16193.376210209066,0.0,0,1,98078.2804327562,0,0.4293088365812357,7,0,0,0,3,0,0,34162.902235989146,5.451117174366869,0,1553.3987849341684,0,125000.0,0,0,0,133466.90058862802,0,0.0,1,0,0,0,7,0,0,0,0,22.830331862169192,0,0,0,63263.938113706645,0,0,0,0,0,214798.19265193422,0,0,3,3
